DATE,DEXCAUS
2019-11-29,1.3291
2019-12-02,1.3298
2019-12-03,1.3298
2019-12-04,1.3212
2019-12-05,1.3177
2019-12-06,1.3255
2019-12-09,1.3228
2019-12-10,1.3231
2019-12-11,1.3202
2019-12-12,1.3185
2019-12-13,1.3196
2019-12-16,1.3158
2019-12-17,1.3155
2019-12-18,1.3117
2019-12-19,1.3122
2019-12-20,1.317
2019-12-23,1.3167
2019-12-24,1.316
2019-12-25,.
2019-12-26,1.3124
2019-12-27,1.3073
2019-12-30,1.3058
2019-12-31,1.2962
2020-01-01,.
2020-01-02,1.2998
2020-01-03,1.2985
2020-01-06,1.2964
2020-01-07,1.3016
2020-01-08,1.3026
2020-01-09,1.309
2020-01-10,1.3051
2020-01-13,1.3049
2020-01-14,1.3056
2020-01-15,1.304
2020-01-16,1.3042
2020-01-17,1.3074
2020-01-20,.
2020-01-21,1.3068
2020-01-22,1.3135
2020-01-23,1.3144
2020-01-24,1.3146
2020-01-27,1.3176
2020-01-28,1.3174
2020-01-29,1.3201
2020-01-30,1.3216
2020-01-31,1.322
